Description	Iteration	Algorithm	Metric	Value
StrongSignal_Both	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	AUROC	1
StrongSignal_Both	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	Accuracy	1
StrongSignal_Both	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	BalancedAccuracy	1
StrongSignal_Both	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	Brier	0.00339501597597369
StrongSignal_Both	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	F1	1
StrongSignal_Both	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	FDR	0
StrongSignal_Both	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	FNR	0
StrongSignal_Both	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	FPR	0
StrongSignal_Both	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	MCC	1
StrongSignal_Both	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	MMCE	0
StrongSignal_Both	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	NPV	1
StrongSignal_Both	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	PPV	1
StrongSignal_Both	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	Recall	1
StrongSignal_Both	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	TNR	1
StrongSignal_Both	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	TPR	1
StrongSignal_Both	2	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	AUROC	1
StrongSignal_Both	2	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	Accuracy	0.933333333333333
StrongSignal_Both	2	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	BalancedAccuracy	0.944444444444444
StrongSignal_Both	2	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	Brier	0.0206469035813103
StrongSignal_Both	2	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	F1	0.907407407407407
StrongSignal_Both	2	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	FDR	0.0952380952380952
StrongSignal_Both	2	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	FNR	0.0666666666666667
StrongSignal_Both	2	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	FPR	0.0444444444444444
StrongSignal_Both	2	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	MCC	0.867764124465723
StrongSignal_Both	2	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	MMCE	0.0666666666666667
StrongSignal_Both	2	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	NPV	0.944444444444444
StrongSignal_Both	2	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	PPV	0.904761904761905
StrongSignal_Both	2	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	Recall	0.933333333333333
StrongSignal_Both	2	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	TNR	0.955555555555556
StrongSignal_Both	2	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/lda	TPR	0.933333333333333
