Description	Outer_Iteration	Inner_Iteration	Algorithm	Metric	Value
StrongSignal_Both	1	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/random_forest/default__bootstrap=True_class_weight=None_criterion=gini_n_estimators=50_oob_score=False	AUROC	0.776785714285714
StrongSignal_Both	1	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/random_forest/default__bootstrap=True_class_weight=None_criterion=gini_n_estimators=50_oob_score=False	Accuracy	0.802325581395349
StrongSignal_Both	1	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/random_forest/default__bootstrap=True_class_weight=None_criterion=gini_n_estimators=50_oob_score=False	BalancedAccuracy	0.742610837438424
StrongSignal_Both	1	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/random_forest/default__bootstrap=True_class_weight=None_criterion=gini_n_estimators=50_oob_score=False	Brier	0.167846511627907
StrongSignal_Both	1	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/random_forest/default__bootstrap=True_class_weight=None_criterion=gini_n_estimators=50_oob_score=False	F1	0.861788617886179
StrongSignal_Both	1	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/random_forest/default__bootstrap=True_class_weight=None_criterion=gini_n_estimators=50_oob_score=False	FDR	0.184615384615385
StrongSignal_Both	1	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/random_forest/default__bootstrap=True_class_weight=None_criterion=gini_n_estimators=50_oob_score=False	FNR	0.0862068965517241
StrongSignal_Both	1	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/random_forest/default__bootstrap=True_class_weight=None_criterion=gini_n_estimators=50_oob_score=False	FPR	0.428571428571429
StrongSignal_Both	1	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/random_forest/default__bootstrap=True_class_weight=None_criterion=gini_n_estimators=50_oob_score=False	MCC	0.529257327334222
StrongSignal_Both	1	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/random_forest/default__bootstrap=True_class_weight=None_criterion=gini_n_estimators=50_oob_score=False	MMCE	0.197674418604651
StrongSignal_Both	1	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/random_forest/default__bootstrap=True_class_weight=None_criterion=gini_n_estimators=50_oob_score=False	NPV	0.761904761904762
StrongSignal_Both	1	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/random_forest/default__bootstrap=True_class_weight=None_criterion=gini_n_estimators=50_oob_score=False	PPV	0.815384615384615
StrongSignal_Both	1	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/random_forest/default__bootstrap=True_class_weight=None_criterion=gini_n_estimators=50_oob_score=False	Recall	0.913793103448276
StrongSignal_Both	1	1	/Users/srp33/Dropbox/ShinyLearner/AlgorithmScripts/Classification/tsv/sklearn/random_forest/default__bootstrap=True_class_weight=None_criterion=gini_n_estimators=50_oob_score=False	TNR	0.571428571428571
