Description	Iteration	Fold	Algorithm	Metric	Value
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda	FPR	0
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda	MCC	1
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda	MMCE	0
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda	NPV	1
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda	PPV	1
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda	Recall	1
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda	TNR	1
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda	TPR	1
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	AUROC	1
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	Accuracy	0.977777777777778
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	BalancedAccuracy	0.981313131313131
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	Brier	0.0285338373101282
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	F1	0.968897903989182
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	FDR	0.037037037037037
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	FNR	0.0222222222222222
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	FPR	0.0151515151515152
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	MCC	0.952182239879054
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	MMCE	0.0222222222222222
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	NPV	0.979166666666667
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	PPV	0.962962962962963
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	Recall	0.977777777777778
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	TNR	0.984848484848485
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	TPR	0.977777777777778
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda	AUROC	1
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda	Accuracy	1
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda	BalancedAccuracy	1
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda	Brier	1.76851521703412e-06
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda	F1	1
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda	FDR	0
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda	FNR	0
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda	FPR	0
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda	MCC	1
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda	MMCE	0
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda	NPV	1
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda	PPV	1
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda	Recall	1
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda	TNR	1
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda	TPR	1
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	AUROC	0.992592592592593
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	Accuracy	0.977777777777778
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	BalancedAccuracy	0.981642512077295
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	Brier	0.0294200040792791
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	F1	0.966283524904215
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	FDR	0.0416666666666667
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	FNR	0.0222222222222222
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	FPR	0.0144927536231884
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	MCC	0.950089208499289
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	MMCE	0.0222222222222222
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	NPV	0.979166666666667
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	PPV	0.958333333333333
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	Recall	0.977777777777778
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	TNR	0.985507246376812
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	TPR	0.977777777777778
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda	AUROC	1
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda	Accuracy	1
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda	BalancedAccuracy	1
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda	Brier	0.000277225244275137
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda	F1	1
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda	FDR	0
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda	FNR	0
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda	FPR	0
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda	MCC	1
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda	MMCE	0
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda	NPV	1
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda	PPV	1
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda	Recall	1
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda	TNR	1
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda	TPR	1
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	AUROC	1
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	Accuracy	1
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	BalancedAccuracy	1
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	Brier	0.0101124528844711
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	F1	1
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	FDR	0
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	FNR	0
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	FPR	0
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	MCC	1
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	MMCE	0
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	NPV	1
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	PPV	1
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	Recall	1
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	TNR	1
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression	TPR	1
