Description	Outer_Iteration	Inner_Iteration	Algorithm	Metric	Value
NoSignal_Both	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	PPV	0.111111111111111
NoSignal_Both	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Precision	0.111111111111111
NoSignal_Both	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Recall	0.19047619047619
NoSignal_Both	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TNR	0.575757575757576
NoSignal_Both	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TPR	0.19047619047619
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Accuracy	0.644444444444444
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	AUROC	0.663419913419913
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	BalancedAccuracy	0.5
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Brier	0.20439999703066
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	F1	NA
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FDR	NA
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FNR	0.666666666666667
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FPR	0.333333333333333
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MCC	NA
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MMCE	0.355555555555556
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	NPV	NA
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	PPV	NA
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Precision	NA
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Recall	0.333333333333333
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TNR	0.666666666666667
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TPR	0.333333333333333
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Accuracy	0.644444444444444
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	AUROC	0.558982683982684
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	BalancedAccuracy	0.523538961038961
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Brier	0.254959418385745
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	F1	NA
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FDR	0.512820512820513
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FNR	0.630952380952381
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FPR	0.321969696969697
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MCC	0.0852769721636117
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MMCE	0.355555555555556
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	NPV	0.666666666666667
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	PPV	0.487179487179487
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Precision	0.487179487179487
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Recall	0.369047619047619
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TNR	0.678030303030303
NoSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TPR	0.369047619047619
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Accuracy	0.688888888888889
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	AUROC	0.578463203463203
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	BalancedAccuracy	0.568181818181818
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Brier	0.208896366820057
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	F1	NA
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FDR	NA
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FNR	0.583333333333333
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FPR	0.28030303030303
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MCC	NA
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MMCE	0.311111111111111
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	NPV	0.834188034188034
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	PPV	NA
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Precision	NA
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Recall	0.416666666666667
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TNR	0.71969696969697
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TPR	0.416666666666667
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Accuracy	0.555555555555556
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	AUROC	0.554112554112554
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	BalancedAccuracy	0.462662337662338
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Brier	0.248771472833828
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	F1	NA
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FDR	0.722222222222222
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FNR	0.726190476190476
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FPR	0.348484848484849
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MCC	-0.0722766520211171
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MMCE	0.444444444444444
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	NPV	0.652597402597403
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	PPV	0.277777777777778
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Precision	0.277777777777778
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Recall	0.273809523809524
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TNR	0.651515151515151
NoSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TPR	0.273809523809524
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Accuracy	0.6
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	AUROC	0.457251082251082
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	BalancedAccuracy	0.461038961038961
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Brier	0.235715678944535
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	F1	NA
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FDR	NA
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FNR	0.714285714285714
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FPR	0.363636363636364
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MCC	NA
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MMCE	0.4
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	NPV	0.482539682539683
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	PPV	NA
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Precision	NA
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Recall	0.285714285714286
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TNR	0.636363636363636
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TPR	0.285714285714286
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Accuracy	0.644444444444444
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	AUROC	0.485930735930736
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	BalancedAccuracy	0.576298701298701
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Brier	0.267273081673479
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	F1	0.43968253968254
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FDR	0.555555555555556
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FNR	0.55952380952381
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FPR	0.287878787878788
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MCC	0.15499607525161
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MMCE	0.355555555555556
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	NPV	0.713203463203463
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	PPV	0.444444444444444
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Precision	0.444444444444444
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Recall	0.44047619047619
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TNR	0.712121212121212
NoSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TPR	0.44047619047619
