Description	Outer_Iteration	Inner_Iteration	Feature_Selection_Algorithm	Num_Features	Classification_Algorithm	Metric	Value
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Recall	0.273809523809524
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TNR	0.617424242424242
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TPR	0.273809523809524
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Accuracy	0.511111111111111
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	AUROC	0.536796536796537
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	BalancedAccuracy	0.383116883116883
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Brier	0.255690973416902
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	F1	NA
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FDR	0.888888888888889
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FNR	0.80952380952381
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FPR	0.424242424242424
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MCC	-0.310737345008519
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MMCE	0.488888888888889
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	NPV	0.468864468864469
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	PPV	0.111111111111111
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Precision	0.111111111111111
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Recall	0.19047619047619
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TNR	0.575757575757576
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TPR	0.19047619047619
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Accuracy	0.6
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	AUROC	0.628246753246753
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	BalancedAccuracy	0.519480519480519
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Brier	0.272359261293516
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	F1	NA
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FDR	0.7
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FNR	0.642857142857143
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FPR	0.318181818181818
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MCC	0.0160347764628496
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MMCE	0.4
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	NPV	0.687912087912088
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	PPV	0.3
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Precision	0.3
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Recall	0.357142857142857
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TNR	0.681818181818182
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TPR	0.357142857142857
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Accuracy	0.555555555555556
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	AUROC	0.661796536796537
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	BalancedAccuracy	0.456980519480519
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Brier	0.247337723442203
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	F1	NA
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FDR	0.768518518518518
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FNR	0.726190476190476
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FPR	0.359848484848485
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MCC	-0.104602234560635
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MMCE	0.444444444444444
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	NPV	0.63986013986014
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	PPV	0.231481481481481
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Precision	0.231481481481481
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Recall	0.273809523809524
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TNR	0.640151515151515
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TPR	0.273809523809524
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Accuracy	0.644444444444444
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	AUROC	0.535714285714286
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	BalancedAccuracy	0.570616883116883
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Brier	0.26636125127265
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	F1	0.444444444444444
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FDR	0.518518518518518
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FNR	0.55952380952381
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FPR	0.299242424242424
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MCC	0.156862228073
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MMCE	0.355555555555556
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	NPV	0.695804195804196
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	PPV	0.481481481481481
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Precision	0.481481481481481
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Recall	0.44047619047619
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TNR	0.700757575757576
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TPR	0.44047619047619
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Accuracy	0.644444444444444
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	AUROC	0.595779220779221
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	BalancedAccuracy	0.547077922077922
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Brier	0.216225974495168
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	F1	NA
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FDR	0.626262626262626
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FNR	0.595238095238095
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FPR	0.310606060606061
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MCC	0.0836037586201001
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MMCE	0.355555555555556
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	NPV	0.682539682539683
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	PPV	0.373737373737374
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Precision	0.373737373737374
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Recall	0.404761904761905
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TNR	0.689393939393939
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TPR	0.404761904761905
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Accuracy	0.555555555555556
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	AUROC	0.508658008658009
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	BalancedAccuracy	0.521915584415584
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Brier	0.366769709872281
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	F1	0.322510822510823
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FDR	0.680555555555556
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FNR	0.619047619047619
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FPR	0.337121212121212
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MCC	0.0251259453814803
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MMCE	0.444444444444444
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	NPV	0.687229437229437
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	PPV	0.319444444444444
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Precision	0.319444444444444
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Recall	0.380952380952381
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TNR	0.662878787878788
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TPR	0.380952380952381
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Accuracy	0.6
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	AUROC	0.743506493506493
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	BalancedAccuracy	0.484577922077922
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Brier	0.237048376766353
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	F1	NA
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FDR	NA
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FNR	0.678571428571429
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FPR	0.352272727272727
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MCC	NA
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MMCE	0.4
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	NPV	0.605555555555556
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	PPV	NA
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Precision	NA
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Recall	0.321428571428571
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TNR	0.647727272727273
NoSignal_Both	1	1	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_logistic_regression/default	20	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TPR	0.321428571428571
NoSignal_Both	1	2	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Accuracy	0.555555555555556
NoSignal_Both	1	2	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	AUROC	0.561147186147186
NoSignal_Both	1	2	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	BalancedAccuracy	0.498376623376623
NoSignal_Both	1	2	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Brier	0.273311110164668
NoSignal_Both	1	2	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	F1	0.35970695970696
NoSignal_Both	1	2	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FDR	0.611111111111111
NoSignal_Both	1	2	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FNR	0.654761904761905
NoSignal_Both	1	2	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FPR	0.348484848484849
NoSignal_Both	1	2	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MCC	0.0164706300538847
NoSignal_Both	1	2	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MMCE	0.444444444444444
NoSignal_Both	1	2	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	NPV	0.648148148148148
NoSignal_Both	1	2	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	PPV	0.388888888888889
NoSignal_Both	1	2	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Precision	0.388888888888889
NoSignal_Both	1	2	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Recall	0.345238095238095
NoSignal_Both	1	2	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TNR	0.651515151515151
NoSignal_Both	1	2	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TPR	0.345238095238095
NoSignal_Both	1	2	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Accuracy	0.555555555555556
NoSignal_Both	1	2	AlgorithmScripts/FeatureSelection/tsv/sklearn/random_forest_rfe/default	5	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	AUROC	0.520562770562771
