Description	Iteration	Outer_Fold	Inner_Fold	Algorithm	Metric	Value
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Accuracy	0.777777777777778
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	AUROC	0.988095238095238
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	BalancedAccuracy	0.64484126984127
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Brier	0.12485796245502
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	F1	0.553968253968254
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FDR	0.128205128205128
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FNR	0.472222222222222
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FPR	0.238095238095238
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MCC	0.465679682909192
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MMCE	0.222222222222222
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	NPV	0.880952380952381
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	PPV	0.871794871794872
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Precision	0.871794871794872
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Recall	0.527777777777778
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TNR	0.761904761904762
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TPR	0.527777777777778
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Accuracy	0.955555555555556
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	AUROC	0.988095238095238
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	BalancedAccuracy	0.93452380952381
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Brier	0.0725415747227025
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	F1	0.932773109243697
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FDR	0.037037037037037
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FNR	0.0833333333333333
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FPR	0.0476190476190476
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MCC	0.90067591951094
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MMCE	0.0444444444444444
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	NPV	0.972222222222222
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	PPV	0.962962962962963
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Precision	0.962962962962963
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Recall	0.916666666666667
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TNR	0.952380952380952
StrongSignal_Both	1	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TPR	0.916666666666667
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Accuracy	0.822222222222222
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	AUROC	1.0
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	BalancedAccuracy	0.75
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Brier	0.107212596372302
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	F1	0.678306878306878
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FDR	0.121212121212121
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FNR	0.333333333333333
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FPR	0.166666666666667
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MCC	0.612144967540192
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MMCE	0.177777777777778
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	NPV	0.900793650793651
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	PPV	0.878787878787879
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Precision	0.878787878787879
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Recall	0.666666666666667
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TNR	0.833333333333333
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TPR	0.666666666666667
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Accuracy	0.866666666666667
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	AUROC	0.970238095238095
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	BalancedAccuracy	0.8125
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Brier	0.115519940251809
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	F1	0.782446311858077
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FDR	0.1
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FNR	0.25
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FPR	0.125
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MCC	0.71367922031433
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MMCE	0.133333333333333
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	NPV	0.920940170940171
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	PPV	0.9
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Precision	0.9
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Recall	0.75
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TNR	0.875
StrongSignal_Both	1	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TPR	0.75
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Accuracy	0.777777777777778
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	AUROC	0.976190476190476
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	BalancedAccuracy	0.630952380952381
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Brier	0.127969544535923
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	F1	NA
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FDR	NA
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FNR	0.5
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FPR	0.238095238095238
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MCC	NA
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MMCE	0.222222222222222
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	NPV	0.882051282051282
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	PPV	NA
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Precision	NA
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Recall	0.5
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TNR	0.761904761904762
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TPR	0.5
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Accuracy	0.777777777777778
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	AUROC	0.922619047619048
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	BalancedAccuracy	0.691197691197691
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Brier	0.117233501399285
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	F1	NA
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FDR	0.511111111111111
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FNR	0.416666666666667
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FPR	0.200937950937951
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MCC	0.348833026606739
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MMCE	0.222222222222222
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	NPV	0.817460317460317
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	PPV	0.488888888888889
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Precision	0.488888888888889
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Recall	0.583333333333333
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TNR	0.799062049062049
StrongSignal_Both	2	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TPR	0.583333333333333
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Accuracy	0.733333333333333
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	AUROC	0.882034632034632
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	BalancedAccuracy	0.625
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Brier	0.159549659371971
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	F1	NA
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FDR	NA
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FNR	0.5
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FPR	0.25
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MCC	NA
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MMCE	0.266666666666667
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	NPV	0.85982905982906
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	PPV	NA
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Precision	NA
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Recall	0.5
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TNR	0.75
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TPR	0.5
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Accuracy	0.822222222222222
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	AUROC	0.86525974025974
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	BalancedAccuracy	0.797077922077922
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Brier	0.131912076621404
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	F1	0.724867724867725
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FDR	0.273015873015873
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FNR	0.261904761904762
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FPR	0.143939393939394
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MCC	0.589785198858267
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MMCE	0.177777777777778
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	NPV	0.861111111111111
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	PPV	0.726984126984127
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Precision	0.726984126984127
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Recall	0.738095238095238
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TNR	0.856060606060606
StrongSignal_Both	2	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TPR	0.738095238095238
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Accuracy	0.777777777777778
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	AUROC	0.917748917748918
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	BalancedAccuracy	0.64484126984127
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Brier	0.134954319362128
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	F1	0.553968253968254
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FDR	0.128205128205128
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FNR	0.472222222222222
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FPR	0.238095238095238
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MCC	0.465679682909192
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MMCE	0.222222222222222
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	NPV	0.880952380952381
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	PPV	0.871794871794872
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Precision	0.871794871794872
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Recall	0.527777777777778
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TNR	0.761904761904762
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TPR	0.527777777777778
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Accuracy	0.955555555555556
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	AUROC	0.964285714285714
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	BalancedAccuracy	0.965277777777778
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Brier	0.0773272242082357
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	F1	0.93015873015873
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FDR	0.0833333333333333
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FNR	0.0416666666666667
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FPR	0.0277777777777778
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MCC	0.901385399196283
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MMCE	0.0444444444444444
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	NPV	0.958333333333333
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	PPV	0.916666666666667
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Precision	0.916666666666667
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Recall	0.958333333333333
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TNR	0.972222222222222
StrongSignal_Both	2	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TPR	0.958333333333333
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Accuracy	0.644444444444444
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	AUROC	0.928030303030303
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	BalancedAccuracy	0.523538961038961
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Brier	0.13788091215176
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	F1	NA
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FDR	0.512820512820513
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FNR	0.630952380952381
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FPR	0.321969696969697
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MCC	0.0852769721636117
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MMCE	0.355555555555556
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	NPV	0.666666666666667
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	PPV	0.487179487179487
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Precision	0.487179487179487
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Recall	0.369047619047619
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TNR	0.678030303030303
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TPR	0.369047619047619
StrongSignal_Both	2	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Accuracy	0.866666666666667
