Description	Outer_Iteration	Inner_Iteration	Algorithm	Metric	Value
StrongSignal_Both	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	PPV	0.925925925925926
StrongSignal_Both	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Precision	0.925925925925926
StrongSignal_Both	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Recall	0.833333333333333
StrongSignal_Both	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TNR	0.916666666666667
StrongSignal_Both	1	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TPR	0.833333333333333
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Accuracy	0.955555555555556
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	AUROC	1.0
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	BalancedAccuracy	0.9375
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Brier	0.0503709404309345
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	F1	0.93015873015873
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FDR	0.0416666666666667
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FNR	0.0833333333333333
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FPR	0.0416666666666667
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MCC	0.901385399196283
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MMCE	0.0444444444444444
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	NPV	0.972222222222222
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	PPV	0.958333333333333
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Precision	0.958333333333333
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Recall	0.916666666666667
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TNR	0.958333333333333
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TPR	0.916666666666667
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Accuracy	0.955555555555556
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	AUROC	1.0
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	BalancedAccuracy	0.9375
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Brier	0.0473050471757274
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	F1	0.93015873015873
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FDR	0.0416666666666667
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FNR	0.0833333333333333
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FPR	0.0416666666666667
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MCC	0.901385399196283
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MMCE	0.0444444444444444
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	NPV	0.972222222222222
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	PPV	0.958333333333333
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Precision	0.958333333333333
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Recall	0.916666666666667
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TNR	0.958333333333333
StrongSignal_Both	1	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TPR	0.916666666666667
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Accuracy	1.0
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	AUROC	1.0
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	BalancedAccuracy	1.0
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Brier	0.0386631846124205
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	F1	1.0
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FDR	0.0
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FNR	0.0
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FPR	0.0
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MCC	1.0
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MMCE	0.0
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	NPV	1.0
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	PPV	1.0
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Precision	1.0
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Recall	1.0
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TNR	1.0
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TPR	1.0
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Accuracy	0.955555555555556
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	AUROC	0.994047619047619
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	BalancedAccuracy	0.9375
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Brier	0.0475915938084458
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	F1	0.93015873015873
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FDR	0.0416666666666667
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FNR	0.0833333333333333
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FPR	0.0416666666666667
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MCC	0.901385399196283
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MMCE	0.0444444444444444
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	NPV	0.972222222222222
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	PPV	0.958333333333333
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Precision	0.958333333333333
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Recall	0.916666666666667
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TNR	0.958333333333333
StrongSignal_Both	2	1	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TPR	0.916666666666667
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Accuracy	0.866666666666667
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	AUROC	0.961038961038961
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	BalancedAccuracy	0.836038961038961
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Brier	0.0781788383334243
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	F1	0.802380952380952
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FDR	0.166666666666667
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FNR	0.214285714285714
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	FPR	0.113636363636364
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MCC	0.698463321274205
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	MMCE	0.133333333333333
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	NPV	0.894300144300144
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	PPV	0.833333333333333
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Precision	0.833333333333333
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	Recall	0.785714285714286
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TNR	0.886363636363636
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/lda/default	TPR	0.785714285714286
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Accuracy	0.911111111111111
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	AUROC	0.980519480519481
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	BalancedAccuracy	0.898538961038961
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Brier	0.0583166296027676
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	F1	0.869047619047619
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FDR	0.130952380952381
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FNR	0.130952380952381
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	FPR	0.071969696969697
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MCC	0.797077922077922
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	MMCE	0.0888888888888889
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	NPV	0.928030303030303
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	PPV	0.869047619047619
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Precision	0.869047619047619
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	Recall	0.869047619047619
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TNR	0.928030303030303
StrongSignal_Both	2	2	AlgorithmScripts/Classification/tsv/sklearn/logistic_regression/default	TPR	0.869047619047619
